id,street,status,price,bedrooms,bathrooms,sq_ft,lat,lng
4500,646 Franklin Cir,sold,116093,4,1,2791,33.54476014,-112.2398033
4501,729 Indiana Ave,sold,274377,2,3,1265,33.58300792,-112.2885802
4502,420 Walnut Wl,sold,153749,3,2,2730,33.3988808,-111.9368153
4503,22 Euclid Wl,sold,189317,5,1,2117,33.57912298,-111.9656328
4504,233 5th Way,sold,162758,4,2,1787,33.47684259,-112.122071
4505,113 Mission Blvd,pending,193080,5,2,2583,33.54345073,-112.2969242
4506,321 Wall Dv,sold,173520,2,1,2784,33.37276919,-112.1876067
4507,40 Walnut Pl,pending,108261,4,1,1031,33.45029251,-112.1772923
4508,438 9th Trl,active,132539,3,1,2996,33.51957395,-112.2406976
4509,788 Page Dv,sold,117440,3,2,3503,33.50286437,-112.1668691
4510,297 Blake Way,active,167174,3,3,3286,33.52671824,-112.3140797
4511,463 Turk Blvd,sold,171040,3,3,1053,33.57125456,-112.0478581
4512,489 Mission Blvd,pending,255016,4,2,1347,33.491186,-111.9818246
4513,790 Post St,active,123060,5,3,1227,33.43899218,-112.2016766
4514,366 2nd Wl,sold,261903,5,1,3105,33.4084063,-111.9742726
4515,601 California Wl,sold,138503,2,2,2714,33.4169587,-111.9608103
4516,143 4th Rd,active,273910,5,2,1530,33.37494555,-111.9958757
4517,718 Geary Dv,pending,185499,4,2,2697,33.53566694,-112.0885827
4518,328 3rd Blvd,active,125148,4,2,3961,33.47341294,-112.1339223
4519,352 Geary Wl,pending,132985,4,2,3002,33.41673935,-112.2722218
4520,471 California Pl,sold,273751,2,1,1157,33.51677724,-111.9359222
4521,727 Geary Blvd,active,155577,5,3,3492,33.38555812,-112.0233621
4522,392 1st Ave,sold,230072,4,1,2069,33.47191944,-112.2205237
4523,687 Geary Trl,sold,173154,4,3,2685,33.47752653,-111.9414768
4524,71 3rd Ave,pending,124500,3,3,3418,33.52228925,-112.21834
4525,447 Post Ave,active,289794,2,1,2108,33.58772656,-112.1283478
4526,170 8th St,pending,236606,3,2,1724,33.53757905,-111.9206563
4527,18 Turk Wl,active,211284,2,1,1553,33.49932515,-112.3198846
4528,632 8th Vis,active,196552,5,2,2501,33.53228647,-111.8974187
4529,239 California Wl,pending,107202,2,2,1910,33.43436187,-111.9416157
4530,545 Euclid St,active,243463,2,3,3558,33.56652889,-112.2297714
4531,222 1st Ave,pending,239498,3,1,2530,33.52308224,-111.8820798
4532,275 Pine Ave,pending,269690,2,1,1348,33.43358318,-112.1573069
4533,82 Indiana Blvd,sold,298258,4,2,3666,33.36791684,-111.9683075
4534,157 3rd Blvd,active,104052,3,2,1770,33.5160613,-112.1163952
4535,445 Blake Way,sold,165110,4,3,2024,33.44267538,-111.9024245
4536,524 5th Ave,active,147771,3,1,3933,33.50722957,-111.9194887
4537,646 Pine Vis,pending,113956,3,2,1600,33.51995722,-112.3454187
4538,654 3rd Way,sold,186159,3,3,2567,33.47290133,-112.0840345
4539,132 Turk Blvd,pending,274790,4,2,2181,33.45767612,-112.0384857
4540,175 Pine Wl,pending,228590,2,1,3511,33.54538606,-112.2140426
4541,744 2nd Rd,sold,162936,4,3,3518,33.5336465,-112.2395917
4542,508 3rd Cir,sold,246648,4,1,3551,33.44219921,-112.0925124
4543,705 9th Cir,active,172595,2,1,1007,33.51575425,-112.0700718
4544,296 4th Blvd,sold,263728,2,1,1847,33.39022162,-112.1566784
4545,86 Blake Rd,sold,183985,3,3,3472,33.52817857,-111.9997587
4546,147 5th Pl,pending,222147,2,3,1975,33.45481545,-112.0797162
4547,21 Indiana St,pending,187214,4,2,1083,33.3904642,-111.9896838
4548,157 Wall Pl,active,191540,4,1,2770,33.43718162,-112.2323689
4549,796 Post Wl,pending,150131,2,1,1704,33.46954989,-112.3374953
4550,43 Walnut Trl,active,148917,4,1,1245,33.4856574,-112.1541276
4551,253 Post Cir,sold,258922,4,2,3756,33.4525494,-112.0682272
4552,354 1st Trl,active,115678,3,1,3941,33.37556374,-112.3053937
4553,603 Mission Rd,sold,110516,5,2,3754,33.40738848,-112.2945611
4554,596 9th Vis,active,298933,5,2,2455,33.40494261,-112.2651078
4555,118 7th Wl,active,206531,2,1,1198,33.37515081,-112.1243708
4556,33 California Cir,pending,221058,3,1,2564,33.45943325,-112.1509203
4557,759 California Ave,sold,116754,3,1,2746,33.39331714,-111.9610191
4558,100 Texas St,active,246519,2,2,1999,33.41721969,-112.0927411
4559,371 Walnut Vis,active,217162,3,1,3372,33.43826941,-111.9894186
4560,320 Pine Blvd,sold,132245,4,3,1659,33.36733784,-112.2543031
4561,396 6th Pl,active,295854,4,2,1224,33.49706798,-112.1087417
4562,690 Sutter Trl,sold,188582,4,2,1457,33.45948956,-112.2627544
4563,566 Bush Trl,sold,155219,4,1,2870,33.44795327,-112.015116
4564,346 Franklin Pl,sold,168402,2,2,1386,33.53972648,-112.2047889
4565,101 Euclid Pl,active,238564,4,1,3759,33.44804247,-111.8968574
4566,626 Bush St,sold,254702,5,1,2576,33.58468707,-112.3501057
4567,66 Indiana Way,pending,183483,5,2,1340,33.51020576,-112.183374
4568,120 7th Dv,pending,101777,2,3,3915,33.40783924,-111.9523823
4569,735 Wall Pl,active,205936,3,3,3478,33.57475602,-112.0155389
4570,777 5th Wl,sold,123415,3,2,3318,33.57558619,-111.977271
4571,555 Bush Trl,sold,272422,5,2,1606,33.44674098,-111.8850367
4572,184 Turk Ave,sold,257783,3,3,2620,33.56473013,-112.0339887
4573,550 Wall Pl,pending,266749,3,2,1236,33.52842011,-111.9882798
4574,116 Bush Trl,sold,270441,5,3,2845,33.51174851,-111.9740631
4575,767 Geary Wl,pending,186015,4,1,2695,33.36220524,-112.0426072
4576,195 Texas Rd,pending,226120,5,2,3049,33.53567046,-112.2013945
4577,255 Blake Pl,pending,282575,2,2,1069,33.54867097,-112.3506682
4578,286 Blake Way,active,149914,3,1,1179,33.42693634,-112.0395097
4579,773 6th Cir,pending,177019,3,2,2405,33.40999917,-112.2245096
4580,379 3rd Dv,active,103616,5,3,2794,33.50282525,-112.164785
4581,736 Sutter Pl,sold,225268,3,2,1032,33.44084671,-112.1048498
4582,630 2nd Dv,pending,298492,3,2,3225,33.58320052,-111.950445
4583,621 Euclid Vis,sold,180361,2,3,1737,33.44719742,-111.998485
4584,506 Sutter Wl,pending,155211,4,2,1688,33.45828786,-111.9570834
4585,392 Wall Pl,active,208273,4,2,1107,33.57743169,-111.9310895
4586,245 8th Way,pending,205476,4,3,2147,33.47945954,-112.0837159
4587,469 5th Ave,sold,272167,2,2,2233,33.40633594,-112.1416878
4588,468 4th Dv,pending,208644,2,1,2820,33.45577271,-112.1941456
4589,697 8th Pl,pending,249172,4,2,3522,33.39693042,-112.2844751
4590,64 Turk Vis,sold,167635,3,2,3471,33.45590388,-112.1370432
4591,382 7th St,pending,146311,4,2,3445,33.42360884,-111.8789514
4592,124 6th Ave,active,285667,3,1,2448,33.39461328,-112.0011341
4593,67 4th Rd,pending,196992,2,2,2447,33.48053878,-111.8930204
4594,601 Indiana Cir,sold,156354,2,2,2516,33.56245921,-112.2571791
4595,538 Indiana Trl,active,141707,5,3,1681,33.48443403,-112.3211738
4596,288 Texas Dv,active,285674,4,1,1994,33.47942963,-112.0431169
4597,621 Page Cir,pending,179593,4,2,2026,33.39843616,-112.0881992
4598,695 3rd Pl,sold,273199,2,2,1022,33.51185408,-112.0341658
4599,411 Indiana Vis,sold,165517,3,2,2584,33.40013735,-112.2642321
4600,10 Texas Way,pending,138897,5,1,2682,33.36644066,-112.26665
4601,295 5th Wl,pending,113928,4,1,3945,33.44974667,-112.1167173
4602,19 Blake Blvd,pending,223887,3,2,2204,33.50745455,-112.358691
4603,611 1st Vis,sold,213090,3,2,1215,33.51106369,-111.9812009
4604,272 Blake Pl,sold,198048,5,3,1805,33.38872621,-112.1299981
4605,546 9th Cir,pending,190029,2,3,3071,33.36451918,-112.0415677
4606,277 2nd Ave,pending,194822,5,1,3437,33.40576075,-111.9826475
4607,183 Indiana Dv,sold,116815,4,1,3136,33.54528644,-112.0001168
4608,59 9th Ave,sold,173375,2,3,3281,33.49305295,-111.8850135
4609,108 3rd Blvd,pending,299228,3,1,3755,33.50255514,-112.3042381
4610,99 4th Blvd,pending,182284,5,3,2951,33.40788668,-112.2887845
4611,582 Blake Dv,sold,117868,5,3,2371,33.50447465,-111.888426
4612,188 Wall St,active,124133,2,1,1635,33.38521665,-112.0645274
4613,609 8th Way,sold,118357,4,3,2370,33.3822189,-112.1598056
4614,594 Page Trl,active,161573,3,1,2845,33.4825824,-112.1176386
4615,576 Turk Blvd,active,260016,4,1,3171,33.53284162,-112.0627486
4616,680 1st Dv,sold,150533,2,2,2917,33.39124622,-112.2208087
4617,346 Post Vis,active,152656,3,3,2733,33.36568134,-111.9106886
4618,299 2nd Cir,pending,205716,2,2,2860,33.45215533,-112.3385454
4619,73 6th Cir,sold,261094,5,2,2589,33.55317784,-111.9203817
4620,316 2nd Trl,pending,174072,2,3,1918,33.38564184,-112.338716
4621,262 9th St,active,166969,2,2,3165,33.49775348,-111.8959376
4622,506 Walnut Rd,sold,249787,5,3,1888,33.37891786,-112.2915944
4623,21 7th Trl,pending,155694,5,1,1703,33.45727092,-112.3453476
4624,671 9th Cir,sold,223364,4,2,3235,33.42870886,-111.9041011
4625,365 Geary Ave,sold,233010,5,1,1205,33.50725782,-112.304542
4626,65 Turk Cir,active,273104,3,2,1470,33.49170687,-112.1086487
4627,653 Walnut Way,pending,149836,5,3,3085,33.45463069,-112.1367361
4628,385 3rd Rd,active,268480,3,2,1379,33.47560143,-111.9412353
4629,252 Texas Ave,active,201836,3,2,1416,33.4937022,-111.9776217
4630,342 7th Ave,active,155150,5,1,2137,33.50848204,-112.0183583
4631,715 1st Blvd,active,160921,3,1,2710,33.38899742,-112.0347634
4632,690 Post St,pending,161996,5,3,1648,33.39173819,-112.2581021
4633,496 Pine Dv,active,251352,5,2,1216,33.45541675,-112.2307576
4634,300 1st Wl,active,158077,2,2,2236,33.39353521,-112.293483
4635,65 Geary Way,sold,137006,5,3,2468,33.48832587,-112.0299262
4636,73 Indiana Ave,sold,103744,3,3,2643,33.57952514,-111.9681734
4637,131 Franklin Dv,sold,188727,4,3,2694,33.52319918,-112.2213572
4638,335 Page Dv,sold,210258,4,2,3057,33.49461206,-112.0696295
4639,216 Pine Vis,pending,141067,2,3,3234,33.50749225,-112.3551349
4640,60 Walnut Trl,sold,153303,2,3,1433,33.5927461,-112.0319628
4641,518 Pine Rd,pending,280308,5,3,1514,33.46790256,-111.9634677
4642,427 7th Wl,active,127234,2,1,3449,33.5939004,-112.1211867
4643,397 Texas Ave,active,268370,4,3,3847,33.5226668,-112.1085856
4644,735 Blake Trl,sold,230935,5,2,2543,33.47253332,-112.013402
4645,369 3rd Trl,sold,110286,2,2,3910,33.4225586,-112.2962455
4646,675 Geary Cir,active,146587,3,1,2044,33.39813135,-112.0952996
4647,544 6th Rd,active,157786,2,2,2873,33.40449752,-112.1541145
4648,96 Page Vis,active,248311,5,2,2490,33.56153844,-112.1507636
4649,719 Euclid Trl,active,192658,5,2,3935,33.40293627,-112.220518
4650,66 Sutter Blvd,pending,113840,4,2,3803,33.58407008,-112.0543684
4651,786 Bush St,pending,129713,4,1,1790,33.58870425,-111.978562
4652,201 7th Vis,sold,233295,5,3,2381,33.54667144,-112.0414223
4653,455 Page St,pending,259397,5,1,1123,33.44914752,-112.2646964
4654,556 4th Cir,pending,217492,5,1,2995,33.38904349,-111.8745913
4655,463 Franklin Cir,active,285837,2,1,2625,33.36098109,-112.1591725
4656,279 Geary Rd,sold,278000,2,3,1740,33.41859723,-112.0592353
4657,61 Page Vis,pending,136559,4,1,3191,33.36378343,-112.0909607
4658,64 Bush Blvd,sold,168419,4,2,1451,33.50641359,-112.326966
4659,335 4th Pl,active,246390,3,2,3130,33.44064772,-112.0952488
4660,627 6th Cir,pending,238169,3,1,1672,33.42329626,-111.8939227
4661,680 Geary Trl,active,119940,3,3,2366,33.55367477,-112.0180924
4662,580 Franklin Trl,pending,147290,4,1,3859,33.53516354,-112.0386988
4663,75 Mission Way,active,140919,2,3,3607,33.57227769,-112.0541724
4664,455 2nd Rd,pending,116673,3,1,3292,33.55609155,-112.2695305
4665,683 Bush Rd,active,281372,3,1,1956,33.5619637,-111.9032191
4666,605 Bush St,sold,272272,5,2,1067,33.42416591,-112.2198323
4667,201 1st Rd,active,254499,2,2,1367,33.44960683,-112.0228522
4668,89 5th Rd,pending,159019,5,3,3102,33.55645427,-112.357863
4669,607 6th Way,pending,261450,3,2,1011,33.57932818,-111.9874422
4670,317 Post Dv,pending,185317,4,1,1670,33.52744407,-111.9740529
4671,100 Sutter Way,active,133152,4,1,3852,33.58330025,-111.8812121
4672,651 Bush Wl,sold,239635,5,1,2910,33.56319993,-111.9157439
4673,603 4th Vis,active,265910,5,3,1421,33.40702547,-112.286507
4674,197 Pine Cir,pending,203210,5,3,1524,33.43665931,-112.1923093
4675,258 Blake Vis,sold,225202,5,3,3094,33.54202151,-112.3253648
4676,577 7th Dv,active,122175,3,1,3470,33.39591721,-112.111228
4677,246 Wall Vis,active,209703,5,3,1479,33.52751314,-112.3064661
4678,148 4th Pl,active,186435,5,2,1318,33.4567848,-111.9304514
4679,585 5th Vis,pending,259408,4,2,1175,33.43324185,-111.9644734
4680,109 9th Trl,pending,177518,2,2,3507,33.56892515,-112.1325893
4681,638 Blake Way,pending,200418,5,1,1249,33.55746121,-111.8775928
4682,171 6th Pl,active,299649,3,2,2838,33.4050759,-111.9041718
4683,291 1st Wl,sold,264469,3,1,1793,33.50103934,-111.9535366
4684,707 Pine St,active,251778,2,3,3712,33.56087455,-112.0547291
4685,371 1st St,active,125469,5,1,1307,33.53760077,-112.3081107
4686,274 Turk Way,active,132948,4,1,1312,33.5396505,-112.2621661
4687,740 7th Blvd,active,125337,3,2,3962,33.40117536,-111.9112581
4688,713 Bush Rd,active,293306,2,3,2464,33.44998566,-112.1662734
4689,440 Franklin Ave,active,223987,5,3,1031,33.4418384,-112.0247312
4690,28 1st Cir,active,187637,2,3,3330,33.43347631,-111.9084637
4691,348 California Vis,active,110922,2,3,3192,33.40154762,-111.9338016
4692,69 8th Ave,sold,192368,4,3,2637,33.4678455,-112.1618728
4693,96 Bush Way,pending,229619,5,3,2915,33.44772169,-112.2246573
4694,295 Euclid Cir,sold,257205,3,2,1224,33.46679528,-112.3011561
4695,337 Texas St,pending,231253,4,1,2877,33.53729933,-111.8929024
4696,694 2nd Wl,active,100595,2,2,2625,33.4497816,-112.02541
4697,271 Mission Vis,sold,162340,2,2,2966,33.54531559,-111.9091043
4698,396 Geary Dv,sold,278000,2,1,2816,33.37170434,-112.041155
4699,728 Wall Way,sold,253863,4,1,2361,33.5021287,-112.2877623
4700,271 9th St,active,164454,2,2,1483,33.48847103,-112.2041051
4701,107 Post St,pending,178225,5,1,1292,33.40887179,-112.1566342
4702,641 Euclid Dv,pending,221279,5,3,2095,33.58082376,-112.0359064
4703,705 1st Wl,active,259576,5,1,1877,33.39162735,-112.2439327
4704,548 Wall Dv,pending,123326,2,3,3205,33.40394948,-112.2132145
4705,66 Blake Cir,sold,298374,5,3,1202,33.37467658,-112.3142815
4706,161 Euclid Pl,pending,153357,4,1,3572,33.44508191,-112.1954914
4707,152 Franklin Dv,pending,157384,2,3,2544,33.59194348,-111.8732728
4708,343 Sutter St,active,266995,4,2,3372,33.48709485,-112.3054453
4709,486 Bush Rd,sold,174457,5,2,2062,33.54886619,-112.1227699
4710,182 1st Vis,sold,113057,4,2,3129,33.47335055,-112.2596202
4711,796 Indiana Rd,pending,199616,2,2,2891,33.57761451,-112.1483117
4712,236 Geary Dv,sold,151824,2,3,3618,33.58982088,-112.1601293
4713,560 Wall Trl,sold,128545,4,3,1040,33.53596756,-112.2903584
4714,757 4th Wl,active,173560,4,2,2802,33.46666829,-112.119046
4715,322 Wall Ave,pending,248344,3,2,3969,33.36819281,-112.2762121
4716,325 Sutter Trl,active,187100,4,2,3312,33.38562197,-112.3597573
4717,442 2nd Trl,active,187614,3,2,2032,33.51627691,-111.9653345
4718,125 Turk Trl,pending,123089,2,2,2439,33.40134702,-112.1548819
4719,611 Turk Way,sold,262337,2,3,2721,33.40576577,-112.3284486
4720,703 Page Way,active,272372,5,2,1688,33.41382302,-112.0355229
4721,353 Blake Vis,active,175179,5,2,3093,33.49672735,-111.9363748
4722,339 Sutter Wl,active,103601,4,2,1002,33.4215419,-112.2469648
4723,442 Page Wl,sold,203951,3,2,1975,33.43384667,-112.1310825
4724,695 California Vis,pending,120908,2,2,3500,33.54305432,-112.0765
4725,435 Wall Ave,sold,229924,4,2,2287,33.36109571,-112.313901
4726,21 9th Blvd,active,270104,4,1,2428,33.56785312,-112.2594402
4727,618 California Cir,active,286496,5,3,3501,33.37143061,-112.2166374
4728,735 5th St,sold,242038,5,3,3405,33.52335042,-111.8753534
4729,454 Post Way,sold,239851,5,3,2385,33.48076596,-111.9681005
4730,266 Walnut Wl,pending,269531,4,2,2218,33.58870469,-111.9053027
4731,303 Post Wl,pending,240606,4,2,3622,33.3864298,-112.2647968
4732,470 Walnut Trl,sold,224087,3,1,1869,33.54047664,-111.9887178
4733,315 6th Blvd,active,289407,4,3,3237,33.48971214,-112.241602
4734,329 3rd Trl,sold,189979,2,2,2390,33.51109622,-112.3207177
4735,133 Page Wl,pending,113330,3,3,3839,33.52256813,-111.982788
4736,250 Texas Trl,pending,123708,5,1,1525,33.53811234,-112.3041761
4737,175 8th Dv,active,281767,5,1,1714,33.47558451,-112.3058213
4738,306 Blake Wl,pending,285131,5,1,1406,33.53899418,-112.1774052
4739,51 Indiana Trl,sold,177460,4,3,2293,33.5663014,-112.1237203
4740,276 Blake Dv,pending,188621,2,3,1528,33.56772412,-112.0490539
4741,619 Wall Trl,sold,263600,4,2,3869,33.50531218,-111.8846788
4742,444 2nd St,sold,139546,4,3,1116,33.46937903,-111.879243
4743,683 Bush Way,sold,206899,3,1,2866,33.47363591,-112.0093695
4744,61 Geary Blvd,pending,263056,2,3,3262,33.40058423,-112.127595
4745,428 6th Pl,pending,195549,4,1,2754,33.38959549,-112.1924151
4746,784 California Way,active,197583,5,1,3219,33.43902238,-111.9559209
4747,147 4th St,sold,297057,2,1,2303,33.50182693,-112.2422955
4748,671 Post Pl,active,188796,4,3,1701,33.37459221,-112.0674657
4749,657 Franklin Rd,pending,238525,2,2,1898,33.55670849,-112.2102698
4750,766 California Dv,sold,133645,2,1,1454,33.40419565,-112.3228061
4751,793 Texas Pl,pending,126384,5,3,2630,33.54534926,-112.3224329
4752,517 Walnut Trl,pending,185328,3,1,3054,33.58817712,-112.1024233
4753,684 1st Trl,active,124544,3,1,2829,33.36219439,-112.2478489
4754,297 Bush Rd,sold,184917,5,3,2717,33.39583695,-111.9938858
4755,347 9th Ave,sold,144843,3,1,3078,33.56010053,-112.0501503
4756,457 Turk Ave,pending,190083,5,2,2661,33.36636117,-112.0085272
4757,20 Franklin Ave,active,234718,2,1,2015,33.51009012,-112.1159267
4758,528 Blake Cir,pending,164723,3,3,3229,33.44403056,-111.9368832
4759,292 Franklin Pl,pending,137511,4,1,3189,33.48204108,-112.1846995
4760,263 8th Vis,pending,157748,2,1,3701,33.51645731,-111.964007
4761,195 Mission Cir,active,106416,2,3,3676,33.36519667,-112.0678219
4762,299 4th Trl,active,200381,4,2,1380,33.56097126,-111.9621926
4763,603 Bush Blvd,sold,263889,3,1,3845,33.48408084,-112.0132957
4764,279 Walnut Rd,active,197931,5,3,1895,33.45432323,-112.1501098
4765,750 California Cir,active,261054,3,1,1702,33.37662657,-112.3353429
4766,25 Bush Vis,pending,268122,4,1,2642,33.44422961,-111.9369345
4767,536 California Blvd,sold,205749,2,2,1833,33.46722874,-112.0089353
4768,767 Geary Vis,sold,204082,3,1,1378,33.48628874,-111.9819064
4769,663 Blake Ave,pending,132033,5,3,2234,33.49728642,-112.1688035
4770,71 6th Pl,sold,245445,3,3,1559,33.45399876,-112.2087773
4771,70 8th Cir,sold,206259,4,1,2932,33.4161653,-112.3194352
4772,195 Blake Trl,sold,226037,2,2,2351,33.55413162,-111.9645594
4773,94 1st Vis,pending,172755,5,1,2282,33.45766516,-111.9320182
4774,546 Franklin Vis,active,162694,5,1,3094,33.46846545,-112.1873024
4775,348 Post Way,sold,264019,3,1,1920,33.51120809,-112.2258115
4776,389 Walnut Vis,pending,194396,5,3,1233,33.36317829,-112.3280299
4777,25 1st Blvd,active,136707,4,3,1006,33.54231119,-112.3557623
4778,428 Sutter Way,sold,292119,2,1,2420,33.48321271,-112.0833661
4779,464 4th Ave,active,277173,4,3,2783,33.54219137,-111.9695855
4780,512 9th Way,active,167211,3,1,1919,33.55414548,-111.9990772
4781,732 6th Vis,sold,212897,4,2,2640,33.44430309,-112.133094
4782,616 Pine Ave,pending,257815,3,2,2261,33.47377501,-111.9424537
4783,151 Blake Wl,active,167541,5,3,3707,33.43525832,-112.0114497
4784,628 California Pl,active,207675,5,2,3592,33.51804406,-112.3148154
4785,622 4th Trl,active,170883,5,2,1829,33.38970117,-112.0332733
4786,256 California Blvd,pending,156890,2,2,1987,33.36464182,-112.2752564
4787,687 Wall Trl,active,265678,4,3,1204,33.43483781,-112.3315592
4788,86 8th Ave,active,279397,3,3,1234,33.58780996,-112.0859158
4789,768 Euclid Trl,sold,216920,4,2,2768,33.57073492,-112.1098844
4790,762 Pine Rd,pending,193879,5,1,2704,33.56918008,-112.0825554
4791,135 California Pl,pending,239846,3,3,2121,33.47042674,-112.2995479
4792,280 Page St,pending,186565,2,1,2168,33.54052412,-111.8802407
4793,431 1st Vis,pending,277398,5,2,2041,33.56071842,-112.1570807
4794,313 Blake Rd,pending,220927,3,1,2949,33.40683516,-112.2498607
4795,21 Post Wl,sold,244473,5,3,2326,33.50141228,-112.342564
4796,691 6th Vis,active,246996,5,2,1948,33.56202465,-112.059662
4797,320 California St,active,191359,3,3,3907,33.48944804,-112.0290676
4798,458 Euclid Dv,active,168867,3,1,2195,33.41202464,-111.9135761
4799,479 Geary Rd,pending,262276,4,3,3800,33.37910641,-111.8903083
4800,565 Sutter St,sold,238704,4,1,3117,33.44760557,-112.2744617
4801,135 6th Wl,pending,187061,3,3,3079,33.41060382,-112.1303162
4802,94 California St,pending,111524,3,2,2676,33.55926524,-111.8946638
4803,457 Walnut Dv,active,125313,2,3,1543,33.42903202,-111.9610825
4804,43 Page St,active,122819,2,2,2640,33.46674702,-112.1772243
4805,679 7th Pl,pending,112635,2,1,3278,33.42388367,-112.3434341
4806,321 Post Rd,sold,192523,2,3,3099,33.46057785,-112.1455202
4807,537 Texas Ave,active,109775,3,2,3943,33.41024739,-111.9707407
4808,390 Franklin Ave,active,251008,5,2,2944,33.49527712,-112.3263864
4809,790 5th Dv,sold,120488,3,2,2628,33.39959864,-112.1317328
4810,303 Texas Trl,sold,147509,3,3,1074,33.4106504,-112.2162124
4811,469 Blake Dv,pending,238310,5,3,3821,33.58902399,-112.3384724
4812,497 2nd Dv,sold,283166,4,1,2614,33.48902882,-112.0622649
